iter	Logloss
271	0.02325730668
272	0.02315354497
273	0.02301449129
274	0.0230077346
275	0.02293596811
276	0.02283751175
277	0.02278224435
278	0.02269637286
279	0.02258302482
280	0.02249568571
281	0.02245078241
282	0.02229981523
283	0.02229629643
284	0.02222855474
285	0.02216992875
286	0.02214412151
287	0.02204148999
288	0.02203493574
289	0.02201670941
290	0.02197805928
291	0.02187056078
292	0.02181151416
293	0.02178303518
294	0.02166201584
295	0.02160298931
296	0.02160290468
297	0.02159876297
298	0.0214949263
299	0.02137884441
300	0.02125351671
301	0.02113300048
302	0.02104734238
303	0.02102492092
304	0.02098834736
305	0.02090546759
306	0.02086628149
307	0.02080418134
308	0.02075915857
309	0.02070663112
310	0.0207029377
311	0.02066561721
312	0.020633768
313	0.02058134959
314	0.02052626919
315	0.02047394451
316	0.02044520304
317	0.02038472817
318	0.02033028045
319	0.02025759571
320	0.02017654969
321	0.02013409239
322	0.01999708911
323	0.0199323171
324	0.01986976595
325	0.01966684644
326	0.0195789033
327	0.01951096725
328	0.0194408581
329	0.01937546228
330	0.01934954538
331	0.0192443232
332	0.0192074477
333	0.01912528629
334	0.01907483287
335	0.01898165022
336	0.0189204333
337	0.01888586601
338	0.01886566437
339	0.01883827253
340	0.01878494464
341	0.01878493929
342	0.0187707784
343	0.01872495577
344	0.01868418043
345	0.01865082214
346	0.01861889442
347	0.01859962149
348	0.0185505081
349	0.01853155149
350	0.01850835805
351	0.01846397361
352	0.01844210032
353	0.01842261721
354	0.01840654442
355	0.01838818898
356	0.01827274239
357	0.01819040083
358	0.01814738915
359	0.01810079743
360	0.01802122137
361	0.01797587349
362	0.01795909985
363	0.01790697447
364	0.01789180024
365	0.01787792228
366	0.01780809736
367	0.01776409429
368	0.01775141811
369	0.01766342431
370	0.01762480279
371	0.01761099593
372	0.01756817575
373	0.01754627584
374	0.0175295865
375	0.01748469409
376	0.01741942621
377	0.01738817128
378	0.01735303711
379	0.01731124389
380	0.01728080133
381	0.01723963287
382	0.01723106607
383	0.01721882323
384	0.01718279053
385	0.01711029032
386	0.01709447395
387	0.01703537333
388	0.01688457179
389	0.01685446559
390	0.01682940582
391	0.01677639991
392	0.01670354062
393	0.01668542913
394	0.01661417559
395	0.01657097721
396	0.01653170433
397	0.01651676899
398	0.01648869695
399	0.01647906005
400	0.01647905055
401	0.01646642041
402	0.01642206192
403	0.01641636246
404	0.01640488966
405	0.01639088795
406	0.01637356742
407	0.01637355884
408	0.01637043838
409	0.01633875771
410	0.01629919294
411	0.01627380074
412	0.01623799976
413	0.01621004592
414	0.01617961514
415	0.01615615315
416	0.01608014537
417	0.01601535031
418	0.01597991424
419	0.01597326125
420	0.0159500927
421	0.01593268958
422	0.0159043506
423	0.01580712045
424	0.01571998098
425	0.01570074714
426	0.01565645343
427	0.01563604066
428	0.01560470585
429	0.01559308674
430	0.01556251534
431	0.0155587181
432	0.01554280195
433	0.01551122167
434	0.01549991804
435	0.01546759876
436	0.01542166873
437	0.015419134
438	0.01534178857
439	0.0153394167
440	0.01530082894
441	0.01525029597
442	0.015209021
443	0.01518286921
444	0.01515174092
445	0.01509375197
446	0.01506245536
447	0.0150601412
448	0.01501707188
449	0.01498840834
450	0.01494578203
451	0.01493579641
452	0.01484283665
453	0.01482714146
454	0.01475935402
455	0.01471303344
456	0.01470379647
457	0.01466356904
458	0.01465352727
459	0.01463788229
460	0.01461534154
461	0.01457574015
462	0.01450379518
463	0.01442234123
464	0.01441060723
465	0.01435894512
466	0.01433871877
467	0.01432863188
468	0.01427009993
469	0.01419395132
470	0.01417901681
471	0.01415993858
472	0.0141172162
473	0.01408423714
474	0.01403968736
475	0.0140157788
476	0.01396258966
477	0.01391970211
478	0.01389134578
479	0.01385771068
480	0.01384508964
481	0.01381097079
482	0.01376855953
483	0.0137391474
484	0.01372421778
485	0.01365394321
486	0.01362266715
487	0.01360166902
488	0.01354482874
489	0.01351853073
490	0.01350780694
491	0.01346512577
492	0.01344066468
493	0.01342216693
494	0.01339352203
495	0.01336412634
496	0.01334476416
497	0.0132965329
498	0.01327606652
499	0.01325538125
500	0.01324006532
501	0.01320804669
502	0.01317470936
503	0.01316367402
504	0.01311791755
505	0.01309615979
506	0.01307704279
507	0.01306640999
508	0.0130329342
509	0.01299198355
510	0.0129610473
511	0.01294206183
512	0.01293877791
513	0.01289835474
514	0.01284959285
515	0.0128098206
516	0.01276673724
517	0.01275575105
518	0.01270808657
519	0.01267754421
520	0.01264593021
521	0.01261712151
522	0.01259392911
523	0.01259392408
524	0.01255064145
525	0.0124771908
526	0.01247704152
527	0.01246315416
528	0.01243974709
529	0.01243975166
530	0.0124338554
531	0.01243176661
532	0.01242362927
533	0.01241853703
534	0.01240830372
535	0.01238929014
536	0.01233237729
537	0.01233048079
538	0.01230254418
539	0.01225724941
540	0.01224284799
541	0.01219667324
542	0.01218441813
543	0.01216762629
544	0.01216648215
545	0.01215246311
546	0.01210815076
547	0.01209535396
548	0.01208297831
549	0.0120611338
550	0.01202447607
551	0.01199820642
552	0.01196767024
553	0.01195506483
554	0.01195503217
555	0.01195060782
556	0.01194643494
557	0.01191577984
558	0.01183164414
559	0.01183165148
560	0.01180308101
561	0.01177788312
562	0.01176957813
563	0.01173477492
564	0.01172046734
565	0.0116904597
566	0.0116361919
567	0.01162117094
568	0.01156961171
569	0.01148684123
570	0.01146602154
571	0.01144235057
572	0.01141165847
573	0.01137443553
574	0.01133215911
575	0.01129259157
576	0.01128942175
577	0.01127687337
578	0.01126059759
579	0.0112345014
580	0.01123261909
581	0.01123261909
582	0.01122781451
583	0.01122780066
584	0.01122777424
585	0.01121119129
586	0.01115736425
587	0.01113389888
588	0.01108259566
589	0.01103638729
590	0.01101515836
591	0.0109741669
592	0.01096687774
593	0.01095274567
594	0.01095273903
595	0.01093142717
596	0.01091362769
597	0.01090591971
598	0.01090591778
599	0.01090590299
600	0.01090589532
601	0.01088820491
602	0.01088815528
603	0.01087411589
604	0.01083402654
605	0.01083401238
606	0.01083394231
607	0.0108326087
608	0.01083259928
609	0.0108303043
610	0.01077438673
611	0.01077431779
612	0.01077431779
613	0.01077260222
614	0.01077257475
615	0.01077257475
616	0.01077256752
617	0.01077039099
618	0.01077036064
619	0.01074473379
620	0.01074472363
621	0.01074109046
622	0.01074107818
623	0.01073776881
624	0.01073774362
625	0.01073773942
626	0.01073773396
627	0.01073773558
628	0.01073616994
629	0.01073611005
630	0.01073609577
631	0.01073609418
632	0.01073605929
633	0.01073602799
634	0.01073602164
635	0.0107359461
636	0.01073593237
637	0.01073586516
638	0.0107358001
639	0.01073578414
640	0.01073576334
641	0.01073575056
642	0.01073574555
643	0.01073573983
644	0.01073572552
645	0.01073571383
646	0.01073569328
647	0.01071592597
648	0.01071590162
649	0.01071588001
650	0.01070372475
651	0.01070372475
652	0.0107036533
653	0.01069566393
654	0.01067154022
655	0.01065609534
656	0.01065608451
657	0.0106547058
658	0.01065469928
659	0.01065469154
660	0.01065468465
661	0.01065468024
662	0.01065468449
663	0.0106422914
664	0.01063629288
665	0.01063629461
666	0.0106131631
667	0.01059278
668	0.01055976786
669	0.01054070939
670	0.01051136008
671	0.01046253616
672	0.01045389141
673	0.01042693593
674	0.01038166494
675	0.01038166494
676	0.01038166048
677	0.01038016425
678	0.01036550386
679	0.01035304932
680	0.01031902898
681	0.01030963926
682	0.01028520841
683	0.01028519018
684	0.01027253639
685	0.01024533778
686	0.01024290217
687	0.01022396061
688	0.01019757899
689	0.01015647239
690	0.01014458015
691	0.01011393735
692	0.0100829595
693	0.01007032297
694	0.01006643693
695	0.01005904037
696	0.0100470047
697	0.01002462378
698	0.009969396664
699	0.009939555832
700	0.009939543505
701	0.009939529505
702	0.00993950947
703	0.009906746651
704	0.009880164178
705	0.009859145205
706	0.009850836616
707	0.009828409353
708	0.009827876322
709	0.009819769437
710	0.00979140972
711	0.009761384464
712	0.009748293309
713	0.009737306712
714	0.009725015645
715	0.009703723755
716	0.009687986346
717	0.009672765922
718	0.009663761464
719	0.009636398311
720	0.009616258434
721	0.009601282651
722	0.009581802649
723	0.009576163179
724	0.009567660758
725	0.009551066035
726	0.009513238441
727	0.009498371611
728	0.009469960062
729	0.009468848433
730	0.009435792047
731	0.009435559732
732	0.009435557057
733	0.009435542285
734	0.009435525582
735	0.009426214017
736	0.009401925603
737	0.009391075141
738	0.009384742217
739	0.009365488199
740	0.009354836362
741	0.009320797026
742	0.009288570468
743	0.009288561082
744	0.009267761832
745	0.009241235306
746	0.00918762163
747	0.00917105161
748	0.009161237487
749	0.009161237487
750	0.009161223206
751	0.009143295172
752	0.009136022719
753	0.009111342805
754	0.009107293223
755	0.009099841374
756	0.009087044957
757	0.009072631948
758	0.009052154472
759	0.009043217045
760	0.009043215961
761	0.009032587278
762	0.009022381874
763	0.009001484471
764	0.008987079111
765	0.008966746685
766	0.008966740465
767	0.008966730718
768	0.008966720597
769	0.008966720404
770	0.00896671743
771	0.008966704926
772	0.008966705414
773	0.008966700847
774	0.00896637045
775	0.008966362224
776	0.008966339786
777	0.008966331263
778	0.008966319377
779	0.008954604213
780	0.008954576561
781	0.008954576881
782	0.008954564449
783	0.008954572964
784	0.008954566131
785	0.008954560098
786	0.008954556376
787	0.008954544351
788	0.008954539974
789	0.008954532989
790	0.008954532114
791	0.008954542379
792	0.008954541402
793	0.008954529216
794	0.008954524576
795	0.008954526446
796	0.008954504232
797	0.008954501881
798	0.008954274382
799	0.008954261652
800	0.008954248608
801	0.008954252084
802	0.008945510481
803	0.008945499365
804	0.008930605163
805	0.008930601585
806	0.008930590538
807	0.008930071138
808	0.008898430471
809	0.008898429494
810	0.008898427046
811	0.008898418752
812	0.008898410994
813	0.008898406201
814	0.008898386523
815	0.008898359003
816	0.008898357627
817	0.008898343679
818	0.008898337339
819	0.00889831557
820	0.008898309392
821	0.00889826332
822	0.008897398817
823	0.008885382897
824	0.008885382897
825	0.008885361456
826	0.008875764741
827	0.008875760177
828	0.008875390236
829	0.008839411429
830	0.008839403569
831	0.008839382961
832	0.008833173357
833	0.008833135592
834	0.008833104022
835	0.008833084023
836	0.008833084023
837	0.008833008191
838	0.008833005055
839	0.008833006117
840	0.008832983122
841	0.008832983122
842	0.008832974921
843	0.008832949657
844	0.0088329321
845	0.008828885154
846	0.008828849533
847	0.008828849261
848	0.008827269664
849	0.008827258761
850	0.008827231038
851	0.00881357833
852	0.008813575832
853	0.008813576733
854	0.00880442636
855	0.00880442636
856	0.008804414735
857	0.008804414735
858	0.008804414443
859	0.008791719419
860	0.008768372
861	0.008768371331
862	0.008768361975
863	0.008768365136
864	0.008768353103
865	0.008768343976
866	0.008768345744
867	0.008768286522
868	0.008768292691
869	0.008768281066
870	0.008768259626
871	0.008768250499
872	0.008768246496
873	0.008768237998
874	0.008768229551
875	0.008768229653
876	0.008768213142
877	0.008768217091
878	0.008768211167
879	0.00876817964
880	0.008768147912
881	0.008768137255
882	0.008768136575
883	0.008768125995
884	0.008768124738
885	0.008768117257
886	0.008767957685
887	0.00876792699
888	0.008767921517
889	0.008767922472
890	0.008767903182
891	0.008767894403
892	0.008767887919
893	0.008767876447
894	0.008767861913
895	0.008767851027
896	0.008767838688
897	0.008767815896
898	0.008767808829
899	0.008767783012
900	0.008767762756
901	0.008767760589
902	0.008767761413
903	0.008767742902
904	0.008767749709
905	0.008767744746
906	0.008767716686
907	0.008767704347
908	0.008749444389
909	0.008749428813
910	0.008749429259
911	0.008749417459
912	0.008749417417
913	0.008749410844
914	0.008749401054
915	0.008749400064
916	0.008749392327
917	0.008749381496
918	0.008749376151
919	0.008749366569
920	0.008749359299
921	0.008749354944
922	0.008749339295
923	0.008749337362
924	0.008749339682
925	0.008749322095
926	0.008749320604
927	0.008749308953
928	0.008749310113
929	0.008749300591
930	0.008749287891
931	0.008749161446
932	0.008749160141
933	0.008749126031
934	0.008749120316
935	0.008749109753
936	0.0087491077
937	0.00874911534
938	0.008749095319
939	0.008749090526
940	0.008749086209
941	0.008749087815
942	0.008749089879
943	0.008748979114
944	0.008748965109
945	0.008748961676
946	0.008748930633
947	0.008748922888
948	0.008748907265
949	0.008748891001
950	0.008748874497
951	0.008748863237
952	0.008748852266
953	0.00874884124
954	0.008748837883
955	0.008748825128
956	0.008748797221
957	0.008748778539
958	0.00874877684
959	0.008748780464
960	0.008748762669
961	0.008748752115
962	0.008748753776
963	0.008748750959
964	0.008748742355
965	0.008748740579
966	0.008748725108
967	0.008748720651
968	0.008748718099
969	0.008748702247
970	0.008748697556
971	0.00874868655
972	0.008748693293
973	0.008748656119
974	0.008748628212
975	0.008748623185
976	0.008748619548
977	0.008748583211
978	0.008748572155
979	0.008735042699
980	0.008735031443
981	0.008735032692
982	0.008735024551
983	0.008735022304
984	0.00873501794
985	0.008730376032
986	0.008692012048
987	0.008686017354
988	0.008677585348
989	0.008660714599
990	0.008653960468
991	0.008653948835
992	0.008653910418
993	0.008653902192
994	0.008653468448
995	0.008621335141
996	0.008606187142
997	0.008606187142
998	0.008606176272
999	0.008581643042
